date,daily_changes_5,daily_changes_4,daily_changes_3,daily_changes_2,daily_changes_1,daily_changes_0,intra_day_changes,last_minute_changes_5,last_minute_changes_4,last_minute_changes_3,last_minute_changes_2,last_minute_changes_1,last_minute_changes_5min,day_of_week,followed_by_weekend,percentile_AH_gain,max_AH_gain,day-of-week
2021-04-30,1.067132324408235,0.22077174121711438,-0.03651470165692342,-0.032935117817896015,0.6349586677848273,-0.6452380952380904,-0.09098091794957633,0.04438739398011019,-0.058485155345348115,0.059719756226318144,0.0035991506004550184,-0.005998224525548623,-0.0011996449051069969,0,1,0.08914663663160251,0.11263150327109933,Friday
2021-04-29,-0.9060539787065255,1.067132324408235,0.22077174121711438,-0.03651470165692342,-0.032935117817896015,0.6349586677848273,-0.06899997620690962,-0.014290477778307597,-0.0023816895705792043,0.04529642711028798,-0.03337144490496358,0.004764173415908006,0.01429252024773756,0,0,-0.016190476190472293,0.02619047619047944,Thursday
2021-04-28,0.9339219871919188,-0.9060539787065255,1.067132324408235,0.22077174121711438,-0.03651470165692342,-0.032935117817896015,-0.08857607967059382,0.04796605700313146,0.004794438451405646,-0.0539083557951537,0.037150663918309935,0.01558173820283937,0.003595785739124115,0,0,0.08290403737868618,0.1293878040014289,Wednesday
2021-04-27,-0.727255213601113,0.9339219871919188,-0.9060539787065255,1.067132324408235,0.22077174121711438,-0.03651470165692342,-0.11065916975714254,0.039489744632989605,0.015558986511554997,0.002393747531445681,-0.019146313736279653,0.022741418106949404,0.0215445013644791,0,0,0.05377406509176388,0.11317704122877167,Tuesday
2021-04-26,-0.4912653683675488,-0.727255213601113,0.9339219871919188,-0.9060539787065255,1.067132324408235,0.22077174121711438,0.07188383572147683,-0.05747126436781827,0.062347276727500595,0.013132511353151965,-0.008386849420101641,-0.021561534222953888,0.04551879447066379,0,0,0.021549659994261047,0.06225457331672994,Monday
2021-04-23,0.35593872495971746,-0.4912653683675488,-0.727255213601113,0.9339219871919188,-0.9060539787065255,1.067132324408235,0.9276078374385529,0.0,0.03478845023451777,-0.00842049505313906,-0.03834532374100558,0.03598416696652927,0.0239894446443483,0,1,-0.040314839700519856,0.028796314071786257,Friday
2021-04-22,1.054703637998487,0.35593872495971746,-0.4912653683675488,-0.727255213601113,0.9339219871919188,-0.9060539787065255,-0.8917626132730764,-0.003637377693171759,0.05459045031055073,-0.06910012244056012,-0.0145452782390522,0.04244173356292566,0.013338830548348852,0,0,0.025223127667840958,0.05335661622041795,Thursday
2021-04-21,-0.32456466937108963,1.054703637998487,0.35593872495971746,-0.4912653683675488,-0.727255213601113,0.9339219871919188,1.1056033435388914,-0.0036291089143696367,-0.021601749285147916,0.04687781717651137,-0.0012019808644635444,0.0,0.02406365690658148,0,0,-0.11632098824773017,0.0014900622461571508,Wednesday
2021-04-20,0.29393615470579776,-0.32456466937108963,1.054703637998487,0.35593872495971746,-0.4912653683675488,-0.727255213601113,-0.4130933687643386,0.00846224517185105,0.05096916620169605,-0.00485166048080893,0.008491126772528782,-0.06303717981355321,-0.00846152913651023,0,0,-0.08878323306811213,0.02183194255772729,Tuesday
2021-04-19,0.04374878475598066,0.29393615470579776,-0.32456466937108963,1.054703637998487,0.35593872495971746,-0.4912653683675488,-0.24502738541365954,0.004824450314187939,-0.05183595727752128,-0.02048908654832083,-0.005977634968000521,-0.009688614672714523,-0.0879687650631469,0,0,0.010114145354724755,0.03612194769542795,Monday
2021-04-16,0.7221719013929322,0.04374878475598066,0.29393615470579776,-0.32456466937108963,1.054703637998487,0.35593872495971746,0.04317598830100489,-0.008386748936672418,0.0248069670426852,0.022822823686729193,-0.03925326769074575,-0.011956678008333645,-0.0035941917860704362,0,1,-0.0570558920093174,0.0047686360814192886,Friday
2021-04-15,0.4697722465443517,0.7221719013929322,0.04374878475598066,0.29393615470579776,-0.32456466937108963,1.054703637998487,0.5221553412140034,0.05532703086286551,-0.007216048491852975,0.010825244470108112,0.015614845989250052,0.019299727902725418,0.03852726230953248,0,0,0.005290623572130765,0.024048288964245663,Thursday
2021-04-14,0.12805989262670092,0.4697722465443517,0.7221719013929322,0.04374878475598066,0.29393615470579776,-0.32456466937108963,-0.3221743132600126,0.04865469761105158,-0.024321432045924393,0.030411035556582772,0.014599428189063148,-0.0304062271953296,-0.00972999270251045,0,0,0.08748693771416405,0.10935867214269815,Wednesday
2021-04-13,-0.061529374123206415,0.12805989262670092,0.4697722465443517,0.7221719013929322,0.04374878475598066,0.29393615470579776,0.31830773716952454,-0.00968640271218395,0.02179915709925277,-0.0084767313723751,-0.009686754573969381,0.027857177462334456,0.031490722348722314,0,0,0.014558054055672124,0.036358800561686305,Tuesday
2021-04-12,1.4405552504119392,-0.061529374123206415,0.12805989262670092,0.4697722465443517,0.7221719013929322,0.04374878475598066,0.17766312151671207,0.029148145449246897,0.0700288452727092,-0.023839611178611927,-0.017008042374321058,-0.014576197070184942,0.014576197070184942,0,0,0.01700597638598542,0.09231815752392873,Monday
2021-04-09,1.0826498422712985,1.4405552504119392,-0.061529374123206415,0.12805989262670092,0.4697722465443517,0.7221719013929322,0.7517692288855677,-0.04010646443284929,-0.0157970204389274,0.04011621546055128,-0.015776555358077,-0.007316480311133801,0.0012153621779279176,0,1,-0.077775617343961,0.036457320629976975,Friday
2021-04-08,0.3723592887177738,1.0826498422712985,1.4405552504119392,-0.061529374123206415,0.12805989262670092,0.4697722465443517,0.11028330555827581,-0.024486997404383842,0.015919082081235745,0.011022117716221108,-0.004898479022273054,0.006123473724182604,0.028167979131203776,0,0,0.12044358491028388,0.14933046096600006,Thursday
2021-04-07,-0.25014528640372163,0.3723592887177738,1.0826498422712985,1.4405552504119392,-0.061529374123206415,0.12805989262670092,0.18233786713976177,-0.02706559716549718,-0.014760873843732107,0.029530465597008698,-0.0221429450116804,-0.022138042997006894,-0.029517390662666537,0,0,0.09346254119730323,0.10330070342860345,Wednesday
2021-04-06,-0.042935798353289874,-0.25014528640372163,0.3723592887177738,1.0826498422712985,1.4405552504119392,-0.061529374123206415,0.07640172520024702,0.022194547539495648,-0.02711931264869732,-0.04802741382110645,0.007368524816416448,0.0024644503043573713,-0.06530793306552637,0,0,-0.00689553267990445,0.02216421218538516,Tuesday
