Date,Open,High,Low,Close,Volume,ChangePercentage
2014-09-19,92.69999694824219,99.69999694824219,89.94999694824219,93.88999938964844,271879400,1.2837135712859538
2014-09-22,92.69999694824219,92.94999694824219,89.5,89.88999938964844,66657800,-3.0312811770238515
2014-09-23,88.94000244140625,90.4800033569336,86.62000274658203,87.16999816894531,39009800,-1.9901104383564838
2014-09-24,88.47000122070312,90.56999969482422,87.22000122070312,90.56999969482422,32088000,2.373684237759078
2014-09-25,91.08999633789062,91.5,88.5,88.91999816894531,28598000,-2.382257389599499
2014-09-26,89.7300033569336,90.45999908447266,88.66000366210938,90.45999908447266,18340000,0.8135469745111231
2014-09-29,89.62000274658203,89.69999694824219,88.0199966430664,88.75,25302000,-0.9707684890862289
2014-09-30,89.0,90.87999725341797,88.45999908447266,88.8499984741211,24419400,-0.1685410403133778
2014-10-01,88.69999694824219,88.94000244140625,86.04000091552734,86.0999984741211,24029600,-2.931227241910992
2014-10-02,86.2699966430664,88.19999694824219,85.61100006103516,87.05999755859375,21469700,0.9157307827377049
2014-10-03,88.0999984741211,89.94000244140625,87.6500015258789,88.0999984741211,18485700,0.0
2014-10-06,89.1500015258789,89.6500015258789,88.05999755859375,88.30999755859375,9268400,-0.9422366269296313
2014-10-07,87.94999694824219,89.69999694824219,87.05999755859375,87.66999816894531,12791700,-0.31836132917850113
2014-10-08,88.0,88.5,87.05999755859375,88.30000305175781,10252600,0.340912558815696
2014-10-09,88.51000213623047,90.3499984741211,88.0,88.79000091552734,21507000,0.3163470484001502
2014-10-10,88.25,88.73999786376953,85.23999786376953,85.87999725341797,15431400,-2.6855555202062673
2014-10-13,86.8499984741211,86.88999938964844,84.91999816894531,85.12000274658203,14845000,-1.9919352422954315
2014-10-14,85.80999755859375,85.87999725341797,83.22000122070312,84.94999694824219,15559200,-1.0022149339467434
2014-10-15,84.04000091552734,86.48999786376953,82.80999755859375,85.5999984741211,16824300,1.8562559990471426
2014-10-16,84.9800033569336,89.17500305175781,84.01499938964844,88.8499984741211,15232000,4.55400678314017
2014-10-17,90.4000015258789,90.9000015258789,87.66999816894531,87.91000366210938,17360700,-2.7544223691818375
2014-10-20,88.0,89.5,87.86000061035156,88.26000213623047,9891400,0.295456972989169
2014-10-21,89.0999984741211,92.5,88.5,90.9000015258789,23243800,2.020205479891921
2014-10-22,92.25,93.5,91.01000213623047,91.62999725341797,20364500,-0.6720896981919038
2014-10-23,92.91999816894531,94.69999694824219,92.81999969482422,94.44999694824219,20641000,1.6465764199812631
2014-10-24,95.06999969482422,98.0,94.77999877929688,95.76000213623047,32132600,0.7257835738099986
2014-10-27,97.0,98.8499984741211,96.30000305175781,97.79000091552734,28302400,0.814433933533344
2014-10-28,99.83999633789062,100.66999816894531,98.61000061035156,99.68000030517578,32127600,-0.1602524424914498
2014-10-29,99.87999725341797,100.0,96.81999969482422,98.30999755859375,28655400,-1.5718860011987956
2014-10-30,98.4800033569336,99.44000244140625,97.30000305175781,98.7300033569336,15484600,0.2538586428494455
2014-10-31,100.0999984741211,100.22000122070312,98.13600158691406,98.5999984741211,18128300,-1.4985015213439745
2014-11-03,99.66999816894531,102.80000305175781,99.05000305175781,101.80000305175781,40883700,2.1370572107386234
2014-11-04,100.42500305175781,106.35900115966797,99.51000213623047,106.06999969482422,67814000,5.621106767760858
2014-11-05,108.4800033569336,110.13999938964844,106.4800033569336,108.66999816894531,48344000,0.17514270476797056
2014-11-06,109.30000305175781,111.69999694824219,107.20999908447266,111.56999969482422,33609000,2.0768495697035565
2014-11-07,112.93000030517578,114.7699966430664,111.75,114.55999755859375,51457000,1.4433695643435354
2014-11-10,117.2699966430664,119.44999694824219,115.19999694824219,119.1500015258789,75971000,1.6031422671006408
2014-11-11,117.25,117.55000305175781,113.69000244140625,114.54000091552734,70983600,-2.311299858825293
2014-11-12,115.05000305175781,119.06999969482422,114.0199966430664,118.19999694824219,53908000,2.7379346483522298
2014-11-13,119.30000305175781,120.0,114.55000305175781,114.83999633789062,62163000,-3.7384799662848556
2014-11-14,115.05999755859375,115.38999938964844,113.3499984741211,115.0999984741211,29849000,0.03476526714419012
2014-11-17,115.44000244140625,115.62999725341797,113.12999725341797,114.25,22573000,-1.0308406239078678
2014-11-18,114.33000183105469,114.37999725341797,110.41000366210938,110.80999755859375,41098000,-3.078810649948597
2014-11-19,109.83000183105469,110.68000030517578,107.22000122070312,108.81999969482422,46841000,-0.9196049525557671
2014-11-20,107.80999755859375,112.44000244140625,107.26000213623047,109.81999969482422,36489000,1.864393082040514
2014-11-21,113.20999908447266,113.5,110.43499755859375,110.7300033569336,27432000,-2.190615447040673
2014-11-24,112.0,113.93000030517578,111.55000305175781,113.91999816894531,20646000,1.7142840794154575
2014-11-25,114.94000244140625,115.16999816894531,112.33000183105469,113.47000122070312,23485000,-1.2789291712887318
2014-11-26,113.33000183105469,113.73999786376953,112.33000183105469,112.66999816894531,11794700,-0.5823732916666385
2014-11-28,113.13999938964844,113.2300033569336,111.11000061035156,111.63999938964844,8077800,-1.325791062481869
2014-12-01,110.0199966430664,110.05000305175781,103.89600372314453,105.98999786376953,38464200,-3.6629693712600657
2014-12-02,107.3499984741211,110.0,106.61000061035156,109.88999938964844,18785000,2.3660931081798413
2014-12-03,110.4000015258789,111.68000030517578,108.7979965209961,110.63999938964844,16221100,0.21738936635184125
2014-12-04,110.0999984741211,110.5,108.91000366210938,109.16999816894531,10779300,-0.8446869373884478
2014-12-05,109.5999984741211,110.3499984741211,107.76000213623047,107.9000015258789,12148100,-1.5510921276550869
2014-12-08,105.97000122070312,107.4000015258789,104.20999908447266,105.06999969482422,19217300,-0.8492984009733832
2014-12-09,102.2699966430664,107.94999694824219,101.19999694824219,107.4800033569336,24866800,5.094364803834586
2014-12-10,107.08999633789062,107.37999725341797,103.51000213623047,103.87999725341797,18466700,-2.9974780037758704
2014-12-11,104.44000244140625,106.83999633789062,104.29000091552734,104.97000122070312,15684300,0.507467222240079
2014-12-12,104.69999694824219,107.44999694824219,104.17900085449219,105.11000061035156,14537600,0.3915985425597079
2014-12-15,106.38999938964844,107.7699966430664,103.69999694824219,104.69999694824219,16521800,-1.5884974632029976
2014-12-16,103.75,107.68000030517578,103.69999694824219,105.7699966430664,21700600,1.9469847162085843
2014-12-17,107.11000061035156,109.19000244140625,106.27999877929688,109.0199966430664,17311100,1.7832098047157081
2014-12-18,110.58000183105469,111.19999694824219,108.26000213623047,109.25,22788100,-1.2027507768418007
2014-12-19,109.93000030517578,110.6500015258789,108.04000091552734,110.6500015258789,14857800,0.6549633573222373
2014-12-22,110.62999725341797,110.9800033569336,108.52999877929688,108.7699966430664,13041200,-1.681280535595509
2014-12-23,108.30000305175781,108.47000122070312,103.87999725341797,105.5199966430664,19096300,-2.5669495201794312
2014-12-24,105.68000030517578,107.20999908447266,105.5999984741211,105.94999694824219,5870400,0.2554850892190837
2014-12-26,105.98999786376953,106.94000244140625,105.5,105.94999694824219,6529100,-0.037740273925429745
2014-12-29,105.94999694824219,107.66000366210938,105.63999938964844,105.9800033569336,8068600,0.02832129264342002
2014-12-30,105.63999938964844,106.70999908447266,105.12999725341797,105.75,10205700,0.10412780290335874
2014-12-31,106.45999908447266,106.47000122070312,103.69000244140625,103.94000244140625,10221600,-2.3670830966914327
2015-01-02,104.23999786376953,104.72000122070312,102.5199966430664,103.5999984741211,12303400,-0.6139671937492246
2015-01-05,102.76000213623047,103.0199966430664,99.9000015258789,101.0,18337000,-1.7127307314544502
2015-01-06,101.25,103.8499984741211,100.11000061035156,103.31999969482422,15720400,2.0444441430362654
2015-01-07,104.58999633789062,104.73999786376953,102.02999877929688,102.12999725341797,11052200,-2.3520405111453795
2015-01-08,102.94999694824219,105.33999633789062,102.68000030517578,105.02999877929688,12942100,2.02040009005576
2015-01-09,105.23999786376953,105.30000305175781,102.88999938964844,103.0199966430664,10222200,-2.109465284840522
2015-01-12,103.19999694824219,103.36000061035156,101.20999908447266,101.62000274658203,7997200,-1.5310021786653438
2015-01-13,102.58999633789062,102.8499984741211,100.01000213623047,100.7699966430664,11294400,-1.7740518177131657
2015-01-14,99.27999877929688,100.18000030517578,98.05999755859375,99.58000183105469,17808000,0.30217874239173836
2015-01-15,99.66999816894531,100.13999938964844,96.0199966430664,96.30999755859375,18260100,-3.371125385852024
2015-01-16,96.08999633789062,97.80000305175781,95.5199966430664,96.88999938964844,13327900,0.8325560227358983
2015-01-20,98.30000305175781,100.20999908447266,97.58999633789062,100.04000091552734,12105600,1.7700893283323416
2015-01-21,100.75,103.86000061035156,100.31999969482422,103.29000091552734,15186900,2.5210927201263957
2015-01-22,104.5999984741211,104.91999816894531,103.0999984741211,104.0,11433000,-0.573612316322871
2015-01-23,104.0199966430664,105.19999694824219,103.0199966430664,103.11000061035156,9873800,-0.8748279773911152
2015-01-26,104.4000015258789,105.12999725341797,103.33000183105469,103.98999786376953,10664900,-0.3927238085410778
2015-01-27,102.88999938964844,103.56999969482422,100.58000183105469,102.94000244140625,15659900,0.04859855384822095
2015-01-28,100.30000305175781,101.48999786376953,97.79000091552734,98.44999694824219,42144700,-1.8444726293387712
2015-01-29,90.52999877929688,90.73999786376953,87.36000061035156,89.80999755859375,76561400,-0.7953178287988453
2015-01-30,89.5999984741211,92.0,88.11000061035156,89.08000183105469,36806900,-0.5803534061628308
2015-02-02,91.12999725341797,91.66000366210938,88.61000061035156,90.12999725341797,18865300,-1.0973335127171788
2015-02-03,91.6500015258789,91.6500015258789,89.9000015258789,90.61000061035156,13512300,-1.1347527530958983
2015-02-04,90.98999786376953,91.87999725341797,89.4800033569336,90.0,14643600,-1.0880293296102268
2015-02-05,89.58000183105469,89.83999633789062,86.0999984741211,87.0,28926200,-2.880109151951679
2015-02-06,87.11000061035156,87.4000015258789,85.41999816894531,85.68000030517578,17632100,-1.641602910293
2015-02-09,85.83000183105469,86.75,85.47000122070312,86.0,12109500,0.19806380673267607
2015-02-10,87.01000213623047,87.47000122070312,86.5199966430664,87.26000213623047,12043300,0.28732328911862126
2015-02-11,87.58000183105469,87.69999694824219,85.81999969482422,86.0,12391900,-1.8040669079941036
2015-02-12,85.5999984741211,88.30000305175781,85.55000305175781,87.0999984741211,15177800,1.7523364798347347
2015-02-13,88.19999694824219,89.30000305175781,87.6500015258789,89.05000305175781,14665200,0.9637257742927455
2015-02-17,88.77999877929688,88.98999786376953,86.69999694824219,86.8499984741211,15191700,-2.1739134171128747
2015-02-18,87.0999984741211,87.43000030517578,86.5,86.73999786376953,7422300,-0.41331873324719387
2015-02-19,86.80999755859375,87.87000274658203,86.70999908447266,86.88999938964844,7604100,0.09215739350837907
2015-02-20,87.25,87.29000091552734,86.37999725341797,86.63999938964844,7821700,-0.69914110068947
2015-02-23,86.51000213623047,86.68000030517578,85.25,85.47000122070312,9367900,-1.2021741877772887
2015-02-24,85.52999877929688,85.52999877929688,83.87999725341797,84.69000244140625,15846400,-0.982107272160925
2015-02-25,84.37999725341797,86.83000183105469,84.36000061035156,86.19000244140625,13645700,2.1450642888175295
2015-02-26,86.91999816894531,87.16000366210938,85.19999694824219,85.37000274658203,8763300,-1.783243735636734
2015-02-27,85.94999694824219,86.55999755859375,85.0,85.12000274658203,8377200,-0.9656710077138996
2015-03-02,85.0,85.0199966430664,83.75,84.0,11213400,-1.1764705882352942
2015-03-03,82.94999694824219,83.25,80.02999877929688,81.58000183105469,39246100,-1.651591522109793
2015-03-04,80.2699966430664,85.82599639892578,80.16999816894531,85.48999786376953,36607200,6.503053991536476
2015-03-05,85.75,86.2699966430664,84.01000213623047,86.0999984741211,18514800,0.4081614858555029
2015-03-06,85.73999786376953,86.0,84.05000305175781,84.4000015258789,10673700,-1.5628602417505502
2015-03-09,84.3499984741211,84.3499984741211,81.4800033569336,82.52999877929688,17616500,-2.1576760257827408
2015-03-10,81.08999633789062,83.1500015258789,80.6500015258789,82.97000122070312,13817000,2.318417767561345
2015-03-11,83.0,83.37999725341797,81.19000244140625,81.98999786376953,12768700,-1.2168700436511672
2015-03-12,82.0999984741211,82.9000015258789,81.52999877929688,81.91999816894531,11232000,-0.21924519917320034
2015-03-13,81.80000305175781,81.91999816894531,80.7699966430664,81.86000061035156,12663300,0.07334664591123229
2015-03-16,82.01000213623047,85.19999694824219,81.94000244140625,84.0,16905700,2.4265306815427916
2015-03-17,84.01000213623047,85.0999984741211,83.51000213623047,84.5,17639000,0.5832613394949706
2015-03-18,83.87000274658203,85.94999694824219,83.30000305175781,84.58999633789062,35663000,0.8584637745680005
